Aasta,ICD10,Organ,Paikmed,Sugu,Vanusrühmad kokku,Vanus0-4,Vanus5-9,Vanus10-14,Vanus15-19,Vanus20-24,Vanus25-29,Vanus30-34,Vanus35-39,Vanus40-44,Vanus45-49,Vanus50-54,Vanus55-59,Vanus60-64,Vanus65-69,Vanus70-74,Vanus75-79,Vanus80-84,Vanus85pluss
2005,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2006,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Mehed,9,0,1,2,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0
2001,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Mehed,8,0,0,0,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0
2002,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Mehed,12,0,0,0,4,1,0,0,0,1,0,1,2,1,2,0,0,0,0
2003,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Mehed,10,0,0,0,1,1,0,0,1,1,0,0,0,1,2,3,0,0,0
2004,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Mehed,12,0,1,1,2,0,1,0,0,1,0,1,2,1,1,1,0,0,0
2005,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Mehed,9,0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,1,0,0
2006,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Mehed,11,0,0,0,0,1,0,0,0,0,0,2,2,0,5,1,0,0,0
2007,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Mehed,5,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
2008,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Mehed,15,0,0,0,1,1,0,0,1,2,0,1,2,1,1,2,1,2,0
2009,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Mehed,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2000,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Naised,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2001,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Naised,9,0,2,1,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0
2002,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Naised,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
2003,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Naised,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Naised,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2005,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Naised,5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
2006,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Naised,5,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2007,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Naised,7,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,1,1
2008,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Naised,10,0,0,2,0,1,0,0,0,0,0,2,0,0,1,2,1,0,1
2009,C40–C41,"Luu, liigeskõhr (C40–C41)","Luu, liigeskõhr (C40–C41)",Naised,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2000,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Mehed,38,0,0,0,0,1,0,3,1,6,1,4,0,7,3,5,3,3,1
2001,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Mehed,43,0,0,0,1,0,3,1,2,4,4,2,5,5,4,6,2,1,3
2002,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Mehed,45,0,0,0,0,0,0,2,2,1,3,5,10,6,7,4,1,2,2
2003,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Mehed,48,0,0,0,0,0,0,0,2,4,4,6,5,2,7,9,8,0,1
2004,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Mehed,45,0,0,0,1,0,0,2,4,2,0,6,3,8,7,2,4,3,3
2005,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Mehed,43,0,0,0,0,0,3,1,0,3,3,1,3,3,8,9,5,2,2
2006,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Mehed,70,0,0,0,0,1,0,3,5,3,2,6,12,8,8,8,10,2,2
2007,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Mehed,44,0,0,0,0,0,0,2,2,4,2,5,5,3,7,8,1,3,2
2008,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Mehed,66,0,0,0,0,0,0,1,2,2,4,6,13,7,7,7,8,7,2
2009,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Mehed,79,0,0,0,0,1,3,5,4,2,3,7,7,3,10,15,13,6,0
2000,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Naised,80,0,0,1,2,2,2,3,7,4,5,3,5,11,7,9,8,3,8
2001,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Naised,86,0,0,0,1,2,3,3,1,5,3,6,12,9,14,10,10,3,4
2002,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Naised,76,0,0,1,1,0,2,4,2,6,6,6,3,7,11,8,12,4,3
2003,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Naised,71,0,0,0,1,3,1,1,1,5,5,5,1,7,8,17,8,2,6
2004,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Naised,102,0,0,0,0,0,3,4,5,7,4,8,8,9,11,12,14,11,6
2005,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Naised,87,0,0,1,0,2,1,7,5,6,5,4,11,7,7,10,13,8,0
2006,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Naised,104,0,0,0,0,2,0,3,6,10,7,14,7,9,11,11,10,12,2
2007,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Naised,106,0,0,0,0,3,3,4,6,7,7,8,9,8,20,13,8,7,3
2008,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Naised,97,0,0,0,0,1,2,3,3,4,6,6,11,14,11,11,15,4,6
2009,C43,Nahk (melanoom) (C43),Nahk (melanoom) (C43),Naised,121,0,0,0,0,4,7,3,5,6,8,17,7,12,17,17,13,4,1
2000,C44,Nahk (muu) (C44),Nahk (muu) (C44),Mehed,277,0,0,0,0,0,1,1,7,3,9,20,29,36,48,45,41,20,17
2001,C44,Nahk (muu) (C44),Nahk (muu) (C44),Mehed,296,0,0,0,0,0,1,4,6,6,8,22,20,52,46,55,42,24,10
2002,C44,Nahk (muu) (C44),Nahk (muu) (C44),Mehed,269,0,0,0,0,1,2,1,1,7,11,19,25,31,33,51,40,30,17
2003,C44,Nahk (muu) (C44),Nahk (muu) (C44),Mehed,240,0,0,0,0,0,1,2,4,3,8,13,13,23,42,59,43,19,10
2004,C44,Nahk (muu) (C44),Nahk (muu) (C44),Mehed,289,0,0,0,0,0,4,1,4,4,9,15,25,42,52,53,34,32,14
2005,C44,Nahk (muu) (C44),Nahk (muu) (C44),Mehed,287,0,0,0,2,0,1,1,2,3,10,15,28,28,42,55,62,24,14
2006,C44,Nahk (muu) (C44),Nahk (muu) (C44),Mehed,340,0,0,0,0,0,2,1,2,8,7,10,31,31,65,63,63,32,25
2007,C44,Nahk (muu) (C44),Nahk (muu) (C44),Mehed,337,0,0,1,0,0,1,3,4,9,11,21,29,27,44,60,63,46,18
2008,C44,Nahk (muu) (C44),Nahk (muu) (C44),Mehed,293,0,0,1,0,0,1,3,3,11,14,14,21,17,55,48,52,39,14
2009,C44,Nahk (muu) (C44),Nahk (muu) (C44),Mehed,322,0,0,0,0,0,2,0,1,6,9,17,25,27,48,73,64,31,19
2000,C44,Nahk (muu) (C44),Nahk (muu) (C44),Naised,393,0,0,0,0,0,2,3,10,6,11,25,24,49,55,70,69,30,39
2001,C44,Nahk (muu) (C44),Nahk (muu) (C44),Naised,489,0,0,0,0,1,2,4,3,7,20,26,34,62,73,96,77,47,37
2002,C44,Nahk (muu) (C44),Nahk (muu) (C44),Naised,429,0,0,0,0,0,0,1,8,11,9,27,41,52,72,63,79,37,29
2003,C44,Nahk (muu) (C44),Nahk (muu) (C44),Naised,461,0,0,1,0,1,0,1,3,9,18,19,34,44,58,82,94,62,35
2004,C44,Nahk (muu) (C44),Nahk (muu) (C44),Naised,487,0,0,0,1,0,2,6,8,16,12,17,33,43,72,90,91,51,45
2005,C44,Nahk (muu) (C44),Nahk (muu) (C44),Naised,494,0,0,0,0,0,3,4,7,5,20,23,35,54,59,88,71,82,43
2006,C44,Nahk (muu) (C44),Nahk (muu) (C44),Naised,465,0,0,0,0,0,0,6,6,9,16,25,33,35,63,77,94,66,35
2007,C44,Nahk (muu) (C44),Nahk (muu) (C44),Naised,567,0,0,0,0,1,4,5,6,13,15,29,39,47,81,72,124,84,47
2008,C44,Nahk (muu) (C44),Nahk (muu) (C44),Naised,526,0,0,0,0,0,1,4,11,12,23,19,43,38,75,93,83,72,52
2009,C44,Nahk (muu) (C44),Nahk (muu) (C44),Naised,571,0,0,0,0,0,1,5,5,18,16,29,37,50,74,103,103,81,49
2000,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Mehed,24,1,0,0,1,0,1,1,2,0,3,1,3,2,1,5,0,0,3
2001,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Mehed,29,2,0,0,0,0,4,1,1,0,0,6,0,5,1,6,2,1,0
2002,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Mehed,18,0,0,0,0,2,1,1,1,3,0,2,1,1,2,2,2,0,0
2003,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Mehed,18,0,1,0,0,0,0,0,0,1,1,2,0,2,2,4,1,3,1
2004,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Mehed,17,0,0,0,0,0,1,0,0,0,1,1,3,2,3,3,2,1,0
2005,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Mehed,19,1,1,0,0,1,0,0,0,0,1,0,2,2,2,4,3,0,2
2006,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Mehed,28,0,0,1,0,1,0,0,0,2,1,3,3,2,7,5,0,0,3
2007,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Mehed,29,1,0,0,1,0,0,0,3,2,1,1,2,3,4,3,3,2,3
2008,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Mehed,19,0,0,0,0,1,0,1,1,1,2,2,0,3,2,2,4,0,0
2009,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Mehed,18,0,0,0,0,1,1,1,1,0,0,0,3,1,1,2,3,1,3
2000,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Naised,33,2,0,1,3,0,0,0,0,1,1,2,3,4,2,5,4,2,3
2001,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Naised,25,2,0,1,1,0,0,0,2,0,2,0,1,1,6,3,3,3,0
2002,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Naised,23,0,0,0,1,0,0,0,1,0,2,4,2,4,1,3,3,1,1
2003,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Naised,37,3,0,0,0,0,0,2,2,1,1,3,5,2,4,8,3,2,1
2004,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Naised,24,1,0,0,0,1,0,0,0,0,1,0,4,1,3,4,5,2,2
2005,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Naised,41,1,1,0,0,0,1,2,4,0,0,5,3,4,4,8,2,4,2
2006,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Naised,30,1,0,0,0,0,2,1,0,1,7,2,0,3,5,2,3,2,1
2007,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Naised,24,0,0,0,0,0,0,1,1,0,1,1,2,4,5,4,3,1,1
2008,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Naised,24,0,0,0,0,0,2,1,0,1,2,0,2,3,2,3,6,2,0
2009,C45–C49,Mesoteelkude ja pehmed koed (C45–C49),Mesoteelkude ja pehmed koed (C45–C49),Naised,24,0,0,0,0,0,0,2,1,1,2,2,4,2,2,4,1,1,2
2000,C50,Rind (C50),Rind (C50),Mehed,7,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,1,1
2001,C50,Rind (C50),Rind (C50),Mehed,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2002,C50,Rind (C50),Rind (C50),Mehed,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0
2003,C50,Rind (C50),Rind (C50),Mehed,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2004,C50,Rind (C50),Rind (C50),Mehed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2005,C50,Rind (C50),Rind (C50),Mehed,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2006,C50,Rind (C50),Rind (C50),Mehed,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
2007,C50,Rind (C50),Rind (C50),Mehed,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1
2008,C50,Rind (C50),Rind (C50),Mehed,5,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
2009,C50,Rind (C50),Rind (C50),Mehed,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0
2000,C50,Rind (C50),Rind (C50),Naised,539,0,0,0,0,0,1,8,15,42,47,66,63,72,61,84,44,23,13
2001,C50,Rind (C50),Rind (C50),Naised,588,0,0,0,0,0,0,8,20,42,55,84,63,85,74,64,46,25,22
2002,C50,Rind (C50),Rind (C50),Naised,609,0,0,0,0,0,1,3,15,41,81,70,67,79,69,85,58,19,21
2003,C50,Rind (C50),Rind (C50),Naised,618,0,0,0,0,0,1,6,15,36,60,75,85,77,81,60,66,30,26
2004,C50,Rind (C50),Rind (C50),Naised,628,0,0,0,0,1,4,4,15,37,58,89,102,74,81,57,48,37,21
2005,C50,Rind (C50),Rind (C50),Naised,576,0,0,0,0,1,4,5,13,36,66,72,72,41,80,73,50,42,21
2006,C50,Rind (C50),Rind (C50),Naised,609,0,0,0,0,0,2,3,21,26,65,74,87,60,83,61,71,35,21
2007,C50,Rind (C50),Rind (C50),Naised,680,0,0,0,0,0,2,6,24,35,61,98,71,76,71,88,70,47,31
2008,C50,Rind (C50),Rind (C50),Naised,638,0,0,0,0,0,1,6,17,34,50,73,89,84,77,75,70,36,26
2009,C50,Rind (C50),Rind (C50),Naised,609,0,0,0,0,0,2,4,9,27,63,72,79,62,75,70,78,47,21
2000,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Naised,41,0,0,0,0,0,0,0,0,0,0,4,6,6,4,6,6,3,6
2001,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Naised,55,0,0,0,0,0,0,0,0,2,2,3,5,2,8,12,9,5,7
2002,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Naised,35,0,0,0,0,0,0,0,0,1,0,2,0,4,4,5,8,3,8
2003,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Naised,30,0,0,0,0,0,0,0,0,0,0,1,1,0,2,9,8,4,5
2004,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Naised,36,0,0,0,1,0,0,0,1,0,1,3,1,2,6,3,8,6,4
2005,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Naised,34,0,0,0,0,0,0,0,0,2,0,0,1,5,2,7,11,4,2
2006,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Naised,34,0,0,0,0,0,0,0,0,0,2,2,2,2,7,5,8,2,4
2007,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Naised,31,0,0,0,0,0,0,0,0,0,0,1,1,2,3,6,6,9,3
2008,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Naised,26,0,0,0,0,0,0,0,0,0,3,1,1,4,1,5,7,2,2
2009,C51–C58,"..Häbe, tupp (C51–C52)",Naissuguelundid (C51–C58),Naised,23,0,0,0,0,0,0,1,0,0,0,2,0,1,2,6,4,4,3
2000,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Naised,163,0,0,0,0,3,3,8,14,10,24,20,21,15,17,11,7,3,7
2001,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Naised,154,0,0,0,0,0,6,7,10,21,21,15,15,14,13,18,7,4,3
2002,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Naised,156,0,0,0,0,1,7,6,15,21,18,13,18,13,14,14,14,2,0
2003,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Naised,147,0,0,0,0,2,3,13,8,20,22,14,11,19,12,9,11,1,2
2004,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Naised,184,0,0,0,0,1,3,14,13,24,31,18,13,9,27,11,13,4,3
2005,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Naised,161,0,0,0,0,2,3,10,14,16,30,23,16,13,8,8,10,4,4
2006,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Naised,164,0,0,0,0,0,4,8,16,24,22,15,19,12,14,11,8,9,2
2007,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Naised,191,0,0,0,0,0,5,6,19,24,30,23,15,17,14,9,14,10,5
2008,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Naised,195,0,0,0,0,1,5,9,15,15,29,26,27,12,19,9,13,9,6
2009,C53,..Emakakael (C53),Naissuguelundid (C51–C58),Naised,190,0,0,0,0,1,6,9,15,28,33,22,21,13,16,6,9,6,5
2000,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Naised,184,0,0,0,0,0,0,1,3,6,5,20,28,36,29,24,15,6,11
2001,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Naised,204,0,0,0,0,0,0,0,1,6,8,30,23,38,36,29,18,9,6
2002,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Naised,191,0,0,0,0,0,1,0,5,3,12,31,19,26,25,33,19,13,4
2003,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Naised,191,0,0,0,0,0,1,1,3,5,9,23,24,33,31,19,26,16,0
2004,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Naised,189,0,0,0,0,0,0,1,2,6,8,21,29,30,25,29,24,10,4
2005,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Naised,188,0,0,0,0,0,0,0,2,4,10,18,21,32,33,30,21,14,3
2006,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Naised,204,0,0,0,0,0,0,2,2,8,12,23,26,24,19,37,31,13,7
2007,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Naised,202,0,0,0,0,0,0,0,3,3,12,17,25,21,42,33,18,19,9
2008,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Naised,206,0,0,0,0,0,0,0,2,4,12,24,29,30,29,32,20,18,6
2009,C54,..Emakakeha (C54),Naissuguelundid (C51–C58),Naised,182,0,0,0,0,0,0,0,3,6,10,19,23,23,25,37,15,15,6
2000,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
